DN,objectClass,distinguishedName,instanceType,whenCreated,whenChanged,subRefs,uSNCreated,dSASignature,repsTo,repsFrom,uSNChanged,name,objectGUID,replUpToDateVector,creationTime,forceLogoff,lockoutDuration,lockOutObservationWindow,lockoutThreshold,maxPwdAge,minPwdAge,minPwdLength,modifiedCountAtLastProm,nextRid,pwdProperties,pwdHistoryLength,objectSid,serverState,uASCompat,modifiedCount,auditingPolicy,nTMixedDomain,rIDManagerReference,fSMORoleOwner,systemFlags,wellKnownObjects,objectCategory,isCriticalSystemObject,gPLink,dSCorePropagationData,otherWellKnownObjects,masteredBy,ms-DS-MachineAccountQuota,msDS-Behavior-Version,msDS-PerUserTrustQuota,msDS-AllUsersTrustQuota,msDS-PerUserTrustTombstonesQuota,msDs-masteredBy,msDS-IsDomainFor,msDS-NcType,msDS-ExpirePasswordsOnSmartCardOnlyAccounts,dc,cn,description,showInAdvancedViewOnly,ou,displayName,flags,versionNumber,gPCFunctionalityVersion,gPCFileSysPath,gPCMachineExtensionNames,revision,memberOf,userAccountControl,badPwdCount,codePage,countryCode,badPasswordTime,lastLogoff,lastLogon,pwdLastSet,primaryGroupID,adminCount,accountExpires,logonCount,sAMAccountName,sAMAccountType,lastLogonTimestamp,member,groupType,samDomainUpdates,localPolicyFlags,operatingSystem,operatingSystemVersion,serverReferenceBL,dNSHostName,rIDSetReferences,servicePrincipalName,msDS-SupportedEncryptionTypes,msDFSR-ComputerReferenceBL,rIDAvailablePool,rIDAllocationPool,rIDPreviousAllocationPool,rIDUsedPool,rIDNextRID,dnsRecord,dNSTombstoned,msDFSR-Flags,msDFSR-ReplicationGroupType,msDFSR-FileFilter,msDFSR-DirectoryFilter,serverReference,msDFSR-ComputerReference,msDFSR-MemberReferenceBL,msDFSR-Version,msDFSR-ReplicationGroupGuid,msDFSR-MemberReference,msDFSR-RootPath,msDFSR-StagingPath,msDFSR-Enabled,msDFSR-Options,msDFSR-ContentSetGuid,msDFSR-ReadOnly,sn,givenName,userPrincipalName,gPCUserExtensionNames
"CN=G_Direktion,OU=Direktion,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",group,"CN=G_Direktion,OU=Direktion,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",4,20240419075845.0Z,20240419075939.0Z,,13412,,,,13437,G_Direktion,X'a1dcf6e9bd16424dbd08b74cc2d5e53e',,,,,,,,,,,,,,X'010500000000000515000000226971ce8cd3962c4b54daf35e040000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=Kredit,DC=Dylan,DC=local",,,20240419085724.0Z;16010101000001.0Z,,,,,,,,,,,,,G_Direktion,,,,,,,,,,,"CN=DL_Direktion_M,OU=Direktion,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",,,,,,,,,,,,,G_Direktion,268435456,,"CN=Sanjay Shah,OU=Direktion,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",-2147483646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=DL_Direktion_M,OU=Direktion,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",group,"CN=DL_Direktion_M,OU=Direktion,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",4,20240419075900.0Z,20240419075939.0Z,,13421,,,,13440,DL_Direktion_M,X'a7e69190f7d72541a54b92f221eadb1c',,,,,,,,,,,,,,X'010500000000000515000000226971ce8cd3962c4b54daf35f040000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=Kredit,DC=Dylan,DC=local",,,20240419085724.0Z;16010101000001.0Z,,,,,,,,,,,,,DL_Direktion_M,,,,,,,,,,,,,,,,,,,,,,,,DL_Direktion_M,536870912,,"CN=G_Direktion,OU=Direktion,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",-2147483644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=DL_Direktion_R,OU=Direktion,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",group,"CN=DL_Direktion_R,OU=Direktion,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",4,20240419075908.0Z,20240419075908.0Z,,13428,,,,13428,DL_Direktion_R,X'b3f1f670f02c954fb8345b82cc03b483',,,,,,,,,,,,,,X'010500000000000515000000226971ce8cd3962c4b54daf360040000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=Kredit,DC=Dylan,DC=local",,,20240419085724.0Z;16010101000001.0Z,,,,,,,,,,,,,DL_Direktion_R,,,,,,,,,,,,,,,,,,,,,,,,DL_Direktion_R,536870912,,,-2147483644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=G_Indlån,OU=Indlån,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",group,X'434e3d475f496e646cc3a56e2c4f553d496e646cc3a56e2c4f553d416664656c696e6765722c4f553d4b72656469742c44433d4b72656469742c44433d44796c616e2c44433d6c6f63616c',4,20240419075949.0Z,20240419080121.0Z,,13443,,,,13470,X'475f496e646cc3a56e',X'7b2ad1c6e0e6824ca825810d7334b498',,,,,,,,,,,,,,X'010500000000000515000000226971ce8cd3962c4b54daf361040000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=Kredit,DC=Dylan,DC=local",,,20240419085724.0Z;16010101000001.0Z,,,,,,,,,,,,,X'475f496e646cc3a56e',,,,,,,,,,,X'434e3d444c5f496e646cc3a56e5f4d2c4f553d496e646cc3a56e2c4f553d416664656c696e6765722c4f553d4b72656469742c44433d4b72656469742c44433d44796c616e2c44433d6c6f63616c',,,,,,,,,,,,,X'475f496e646cc3a56e',268435456,,X'434e3d54686f6d617320426f7267656e2c4f553d496e646cc3a56e2c4f553d416664656c696e6765722c4f553d4b72656469742c44433d4b72656469742c44433d44796c616e2c44433d6c6f63616c',-2147483646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=DL_Indlån_M,OU=Indlån,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",group,X'434e3d444c5f496e646cc3a56e5f4d2c4f553d496e646cc3a56e2c4f553d416664656c696e6765722c4f553d4b72656469742c44433d4b72656469742c44433d44796c616e2c44433d6c6f63616c',4,20240419080013.0Z,20240419080121.0Z,,13452,,,,13473,X'444c5f496e646cc3a56e5f4d',X'29f879dfb518184383d8d8216967f538',,,,,,,,,,,,,,X'010500000000000515000000226971ce8cd3962c4b54daf362040000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=Kredit,DC=Dylan,DC=local",,,20240419085724.0Z;16010101000001.0Z,,,,,,,,,,,,,X'444c5f496e646cc3a56e5f4d',,,,,,,,,,,,,,,,,,,,,,,,X'444c5f496e646cc3a56e5f4d',536870912,,X'434e3d475f496e646cc3a56e2c4f553d496e646cc3a56e2c4f553d416664656c696e6765722c4f553d4b72656469742c44433d4b72656469742c44433d44796c616e2c44433d6c6f63616c',-2147483644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=DL_Indlån_R,OU=Indlån,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",group,X'434e3d444c5f496e646cc3a56e5f522c4f553d496e646cc3a56e2c4f553d416664656c696e6765722c4f553d4b72656469742c44433d4b72656469742c44433d44796c616e2c44433d6c6f63616c',4,20240419080023.0Z,20240419080023.0Z,,13460,,,,13460,X'444c5f496e646cc3a56e5f52',X'342c5d6d8e5ba6498abd48dce5df528f',,,,,,,,,,,,,,X'010500000000000515000000226971ce8cd3962c4b54daf363040000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=Kredit,DC=Dylan,DC=local",,,20240419085724.0Z;16010101000001.0Z,,,,,,,,,,,,,X'444c5f496e646cc3a56e5f52',,,,,,,,,,,,,,,,,,,,,,,,X'444c5f496e646cc3a56e5f52',536870912,,,-2147483644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=G_IT studentermedhjælper,OU=IT Studentermedhjælper,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",group,X'434e3d475f49542073747564656e7465726d6564686ac3a66c7065722c4f553d49542053747564656e7465726d6564686ac3a66c7065722c4f553d416664656c696e6765722c4f553d4b72656469742c44433d4b72656469742c44433d44796c616e2c44433d6c6f63616c',4,20240419080338.0Z,20240419080511.0Z,,13513,,,,13545,X'475f49542073747564656e7465726d6564686ac3a66c706572',X'd3742aaf7839894eb0caa6673ac4e256',,,,,,,,,,,,,,X'010500000000000515000000226971ce8cd3962c4b54daf366040000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=Kredit,DC=Dylan,DC=local",,,20240419085724.0Z;16010101000001.0Z,,,,,,,,,,,,,X'475f49542073747564656e7465726d6564686ac3a66c706572',,,,,,,,,,,X'434e3d444c5f49542073747564656e7465726d6564686ac3a66c7065725f4d2c4f553d49542053747564656e7465726d6564686ac3a66c7065722c4f553d416664656c696e6765722c4f553d4b72656469742c44433d4b72656469742c44433d44796c616e2c44433d6c6f63616c',,,,,,,,,,,,,X'475f49542073747564656e7465726d6564686ac3a66c706572',268435456,,X'434e3d4d616c6f752041616d756e642c4f553d49542053747564656e7465726d6564686ac3a66c7065722c4f553d416664656c696e6765722c4f553d4b72656469742c44433d4b72656469742c44433d44796c616e2c44433d6c6f63616c',-2147483646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=DL_IT studentermedhjælper_M,OU=IT Studentermedhjælper,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",group,X'434e3d444c5f49542073747564656e7465726d6564686ac3a66c7065725f4d2c4f553d49542053747564656e7465726d6564686ac3a66c7065722c4f553d416664656c696e6765722c4f553d4b72656469742c44433d4b72656469742c44433d44796c616e2c44433d6c6f63616c',4,20240419080411.0Z,20240419080511.0Z,,13531,,,,13548,X'444c5f49542073747564656e7465726d6564686ac3a66c7065725f4d',X'6b1d4beaa58b4749ab5f879ba91de9d7',,,,,,,,,,,,,,X'010500000000000515000000226971ce8cd3962c4b54daf368040000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=Kredit,DC=Dylan,DC=local",,,20240419085724.0Z;16010101000001.0Z,,,,,,,,,,,,,X'444c5f49542073747564656e7465726d6564686ac3a66c7065725f4d',,,,,,,,,,,,,,,,,,,,,,,,X'444c5f49542073747564656e7465726d6564686ac3a66c7065725f4d',536870912,,X'434e3d475f49542073747564656e7465726d6564686ac3a66c7065722c4f553d49542053747564656e7465726d6564686ac3a66c7065722c4f553d416664656c696e6765722c4f553d4b72656469742c44433d4b72656469742c44433d44796c616e2c44433d6c6f63616c',-2147483644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=DL_IT studentermedhjælper_R,OU=IT Studentermedhjælper,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",group,X'434e3d444c5f49542073747564656e7465726d6564686ac3a66c7065725f522c4f553d49542053747564656e7465726d6564686ac3a66c7065722c4f553d416664656c696e6765722c4f553d4b72656469742c44433d4b72656469742c44433d44796c616e2c44433d6c6f63616c',4,20240419080447.0Z,20240419080447.0Z,,13540,,,,13540,X'444c5f49542073747564656e7465726d6564686ac3a66c7065725f52',X'eb00574d69d16f4ca42c353eee5a81a6',,,,,,,,,,,,,,X'010500000000000515000000226971ce8cd3962c4b54daf369040000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=Kredit,DC=Dylan,DC=local",,,20240419085724.0Z;16010101000001.0Z,,,,,,,,,,,,,X'444c5f49542073747564656e7465726d6564686ac3a66c7065725f52',,,,,,,,,,,,,,,,,,,,,,,,X'444c5f49542073747564656e7465726d6564686ac3a66c7065725f52',536870912,,,-2147483644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OU=ProjektLaundry,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",organizationalUnit,"OU=ProjektLaundry,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",4,20240419082221.0Z,20240419082221.0Z,,13599,,,,13600,ProjektLaundry,X'4bfbb3a725084f439ad30803edf22938',,,,,,,,,,,,,,,,,,,,,,,,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=Kredit,DC=Dylan,DC=local",,,20240419085724.0Z;20240419082221.0Z;16010101000001.0Z,,,,,,,,,,,,,,,,ProjektLaundry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OU=ProjektTaxevation,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",organizationalUnit,"OU=ProjektTaxevation,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",4,20240419082257.0Z,20240419082257.0Z,,13605,,,,13606,ProjektTaxevation,X'2dba5dcaff0710439484efe7695ebdee',,,,,,,,,,,,,,,,,,,,,,,,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=Kredit,DC=Dylan,DC=local",,,20240419085724.0Z;20240419082257.0Z;16010101000001.0Z,,,,,,,,,,,,,,,,ProjektTaxevation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=G_ProjektLaundry,OU=ProjektLaundry,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",group,"CN=G_ProjektLaundry,OU=ProjektLaundry,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",4,20240419082317.0Z,20240419082512.0Z,,13609,,,,13639,G_ProjektLaundry,X'1d2eb97a95f35d499c72948aa308048d',,,,,,,,,,,,,,X'010500000000000515000000226971ce8cd3962c4b54daf36a040000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=Kredit,DC=Dylan,DC=local",,,20240419085724.0Z;16010101000001.0Z,,,,,,,,,,,,,G_ProjektLaundry,,,,,,,,,,,"CN=DL_ProjektLaundry_M,OU=ProjektLaundry,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",,,,,,,,,,,,,G_ProjektLaundry,268435456,,X'434e3d54686f6d617320426f7267656e2c4f553d496e646cc3a56e2c4f553d416664656c696e6765722c4f553d4b72656469742c44433d4b72656469742c44433d44796c616e2c44433d6c6f63616c';X'434e3d4a6f68616e6e657320506574657273656e2c4f553d55646cc3a56e2c4f553d416664656c696e6765722c4f553d4b72656469742c44433d4b72656469742c44433d44796c616e2c44433d6c6f63616c',-2147483646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=DL_ProjektLaundry_M,OU=ProjektLaundry,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",group,"CN=DL_ProjektLaundry_M,OU=ProjektLaundry,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",4,20240419082331.0Z,20240419082512.0Z,,13618,,,,13642,DL_ProjektLaundry_M,X'acdf29bb6568c34699b4d3b451197106',,,,,,,,,,,,,,X'010500000000000515000000226971ce8cd3962c4b54daf36b040000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=Kredit,DC=Dylan,DC=local",,,20240419085724.0Z;16010101000001.0Z,,,,,,,,,,,,,DL_ProjektLaundry_M,,,,,,,,,,,,,,,,,,,,,,,,DL_ProjektLaundry_M,536870912,,"CN=G_ProjektLaundry,OU=ProjektLaundry,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",-2147483644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=DL_ProjektLaundry_R,OU=ProjektLaundry,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",group,"CN=DL_ProjektLaundry_R,OU=ProjektLaundry,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",4,20240419082340.0Z,20240419083359.0Z,,13622,,,,13723,DL_ProjektLaundry_R,X'692230a8b1ad354ea0638c53b858c9dc',,,,,,,,,,,,,,X'010500000000000515000000226971ce8cd3962c4b54daf36c040000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=Kredit,DC=Dylan,DC=local",,,20240419085724.0Z;16010101000001.0Z,,,,,,,,,,,,,DL_ProjektLaundry_R,,,,,,,,,,,,,,,,,,,,,,,,DL_ProjektLaundry_R,536870912,,"CN=G_IT,OU=IT,OU=System Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",-2147483644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=G_ProjektTaxevation,OU=ProjektTaxevation,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",group,"CN=G_ProjektTaxevation,OU=ProjektTaxevation,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",4,20240419082547.0Z,20240419082738.0Z,,13655,,,,13685,G_ProjektTaxevation,X'80a56299d22fd24aa77ac456d6eada10',,,,,,,,,,,,,,X'010500000000000515000000226971ce8cd3962c4b54daf36d040000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=Kredit,DC=Dylan,DC=local",,,20240419085724.0Z;16010101000001.0Z,,,,,,,,,,,,,G_ProjektTaxevation,,,,,,,,,,,"CN=DL_ProjektTaxevation_M,OU=ProjektTaxevation,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",,,,,,,,,,,,,G_ProjektTaxevation,268435456,,X'434e3d53616e6a617920536861682c4f553d446972656b74696f6e2c4f553d416664656c696e6765722c4f553d4b72656469742c44433d4b72656469742c44433d44796c616e2c44433d6c6f63616c';X'434e3d54686f6d617320426f7267656e2c4f553d496e646cc3a56e2c4f553d416664656c696e6765722c4f553d4b72656469742c44433d4b72656469742c44433d44796c616e2c44433d6c6f63616c',-2147483646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=DL_ProjektTaxevation_M,OU=ProjektTaxevation,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",group,"CN=DL_ProjektTaxevation_M,OU=ProjektTaxevation,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",4,20240419082607.0Z,20240419082752.0Z,,13659,,,,13688,DL_ProjektTaxevation_M,X'8556e0b95929d540a42994276f0f6e65',,,,,,,,,,,,,,X'010500000000000515000000226971ce8cd3962c4b54daf36e040000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=Kredit,DC=Dylan,DC=local",,,20240419085724.0Z;16010101000001.0Z,,,,,,,,,,,,,DL_ProjektTaxevation_M,,,,,,,,,,,,,,,,,,,,,,,,DL_ProjektTaxevation_M,536870912,,"CN=G_ProjektTaxevation,OU=ProjektTaxevation,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",-2147483644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=DL_ProjektTexavation_R,OU=ProjektTaxevation,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",group,"CN=DL_ProjektTexavation_R,OU=ProjektTaxevation,OU=Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",4,20240419082816.0Z,20240419083359.0Z,,13696,,,,13726,DL_ProjektTexavation_R,X'97bbf9fb94136d43899798e2cfb307d1',,,,,,,,,,,,,,X'010500000000000515000000226971ce8cd3962c4b54daf370040000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=Kredit,DC=Dylan,DC=local",,,20240419085724.0Z;16010101000001.0Z,,,,,,,,,,,,,DL_ProjektTexavation_R,,,,,,,,,,,,,,,,,,,,,,,,DL_ProjektTexavation_R,536870912,,"CN=G_IT,OU=IT,OU=System Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",-2147483644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Admin Billy Gator,OU=Administrators,OU=System Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",user,"CN=Admin Billy Gator,OU=Administrators,OU=System Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",4,20240419083906.0Z,20240419085844.0Z,,13744,,,,13847,Admin Billy Gator,X'1ccac1875aef9847ac2838da317a27c4',,,,,,,,,,,,,,X'010500000000000515000000226971ce8cd3962c4b54daf371040000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=Kredit,DC=Dylan,DC=local",,,20240419091236.0Z;20240419091232.0Z;20240419085844.0Z;20240419085358.0Z;16010101000002.0Z,,,,,,,,,,,,,Admin Billy Gator,Billy's administrator konto,,,Admin Billy Gator,,,,,,,"CN=Domain Admins,CN=Users,DC=Kredit,DC=Dylan,DC=local",512,0,0,0,133579923447607534,0,133579951866245323,133579895462359240,513,1,9223372036854775807,14,admin Billy,805306368,133579898266497071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gator,Billy,admin Billy@Kredit.Dylan.local,
"OU=Administrators,OU=System Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",organizationalUnit,"OU=Administrators,OU=System Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",4,20240419085347.0Z,20240419091236.0Z,,13802,,,,13923,Administrators,X'2a5e6ffcf08ecd43b69d251cca72f437',,,,,,,,,,,,,,,,,,,,,,,,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=Kredit,DC=Dylan,DC=local",,,20240419091236.0Z;20240419091232.0Z;20240419085347.0Z;16010101000000.0Z,,,,,,,,,,,,,,,,Administrators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN={48677AE7-09AB-4FF5-969C-46423B7D26BE},CN=Policies,CN=System,DC=Kredit,DC=Dylan,DC=local",groupPolicyContainer,"CN={48677AE7-09AB-4FF5-969C-46423B7D26BE},CN=Policies,CN=System,DC=Kredit,DC=Dylan,DC=local",4,20240419085902.0Z,20240419090434.0Z,,13848,,,,13886,{48677AE7-09AB-4FF5-969C-46423B7D26BE},X'aa98aafd7bf23644ad80a7f9ac596a71',,,,,,,,,,,,,,,,,,,,,,,,"CN=Group-Policy-Container,CN=Schema,CN=Configuration,DC=Kredit,DC=Dylan,DC=local",,,20240419090116.0Z;20240419085917.0Z;16010101000000.0Z,,,,,,,,,,,,,{48677AE7-09AB-4FF5-969C-46423B7D26BE},,TRUE,,Firma Share,0,262144,2,\\\\Kredit.Dylan.local\\SysVol\\Kredit.Dylan.local\\Policies\\{48677AE7-09AB-4FF5-969C-46423B7D26BE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[{00000000-0000-0000-0000-000000000000}{2EA1A81B-48E5-45E9-8BB7-A6E3AC170006}][{5794DAFD-BE60-433F-88A2-1A31939AC01F}{2EA1A81B-48E5-45E9-8BB7-A6E3AC170006}]
"CN=Machine,CN={48677AE7-09AB-4FF5-969C-46423B7D26BE},CN=Policies,CN=System,DC=Kredit,DC=Dylan,DC=local",container,"CN=Machine,CN={48677AE7-09AB-4FF5-969C-46423B7D26BE},CN=Policies,CN=System,DC=Kredit,DC=Dylan,DC=local",4,20240419085902.0Z,20240419085902.0Z,,13849,,,,13849,Machine,X'b1e4c9c11847264794215e57d9733bd4',,,,,,,,,,,,,,,,,,,,,,,,"CN=Container,CN=Schema,CN=Configuration,DC=Kredit,DC=Dylan,DC=local",,,20240419090116.0Z;20240419085917.0Z;16010101000416.0Z,,,,,,,,,,,,,Machine,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=User,CN={48677AE7-09AB-4FF5-969C-46423B7D26BE},CN=Policies,CN=System,DC=Kredit,DC=Dylan,DC=local",container,"CN=User,CN={48677AE7-09AB-4FF5-969C-46423B7D26BE},CN=Policies,CN=System,DC=Kredit,DC=Dylan,DC=local",4,20240419085902.0Z,20240419085902.0Z,,13850,,,,13850,User,X'a3637de7fb518c4abfd81da70b816b3a',,,,,,,,,,,,,,,,,,,,,,,,"CN=Container,CN=Schema,CN=Configuration,DC=Kredit,DC=Dylan,DC=local",,,20240419090116.0Z;20240419085917.0Z;16010101000416.0Z,,,,,,,,,,,,,User,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OU=System Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",organizationalUnit,"OU=System Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local",4,20240419091225.0Z,20240419091315.0Z,,13920,,,,13931,System Afdelinger,X'16489f1569484b46904121223b6c4678',,,,,,,,,,,,,,,,,,,,,,,,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=Kredit,DC=Dylan,DC=local",,,20240419091225.0Z;16010101000000.0Z,,,,,,,,,,,,,,,,System Afdelinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN={973CDB2A-E357-4F70-8B69-6E63137F937A},CN=Policies,CN=System,DC=Kredit,DC=Dylan,DC=local",groupPolicyContainer,"CN={973CDB2A-E357-4F70-8B69-6E63137F937A},CN=Policies,CN=System,DC=Kredit,DC=Dylan,DC=local",4,20240419091350.0Z,20240419091622.0Z,,13941,,,,13972,{973CDB2A-E357-4F70-8B69-6E63137F937A},X'a46ed7c3c7f8cd4f97a2c4702646c108',,,,,,,,,,,,,,,,,,,,,,,,"CN=Group-Policy-Container,CN=Schema,CN=Configuration,DC=Kredit,DC=Dylan,DC=local",,,20240419091448.0Z;20240419091439.0Z;20240419091407.0Z;16010101000000.0Z,,,,,,,,,,,,,{973CDB2A-E357-4F70-8B69-6E63137F937A},,TRUE,,Registry prevention,0,65536,2,\\\\Kredit.Dylan.local\\SysVol\\Kredit.Dylan.local\\Policies\\{973CDB2A-E357-4F70-8B69-6E63137F937A},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[{35378EAC-683F-11D2-A89A-00C04FBBCFA2}{D02B1F73-3407-48AE-BA88-E8213C6761F1}]
"CN=Machine,CN={973CDB2A-E357-4F70-8B69-6E63137F937A},CN=Policies,CN=System,DC=Kredit,DC=Dylan,DC=local",container,"CN=Machine,CN={973CDB2A-E357-4F70-8B69-6E63137F937A},CN=Policies,CN=System,DC=Kredit,DC=Dylan,DC=local",4,20240419091350.0Z,20240419091350.0Z,,13942,,,,13942,Machine,X'455c9fec2bb8d946a6f574e94ce7faf2',,,,,,,,,,,,,,,,,,,,,,,,"CN=Container,CN=Schema,CN=Configuration,DC=Kredit,DC=Dylan,DC=local",,,20240419091448.0Z;20240419091439.0Z;20240419091407.0Z;16010101181216.0Z,,,,,,,,,,,,,Machine,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
