DN,objectClass,distinguishedName,instanceType,whenCreated,whenChanged,subRefs,uSNCreated,dSASignature,repsTo,repsFrom,uSNChanged,name,objectGUID,replUpToDateVector,creationTime,forceLogoff,lockoutDuration,lockOutObservationWindow,lockoutThreshold,maxPwdAge,minPwdAge,minPwdLength,modifiedCountAtLastProm,nextRid,pwdProperties,pwdHistoryLength,objectSid,serverState,uASCompat,modifiedCount,auditingPolicy,nTMixedDomain,rIDManagerReference,fSMORoleOwner,systemFlags,wellKnownObjects,objectCategory,isCriticalSystemObject,gPLink,dSCorePropagationData,otherWellKnownObjects,masteredBy,ms-DS-MachineAccountQuota,msDS-Behavior-Version,msDS-PerUserTrustQuota,msDS-AllUsersTrustQuota,msDS-PerUserTrustTombstonesQuota,msDs-masteredBy,msDS-IsDomainFor,msDS-NcType,msDS-ExpirePasswordsOnSmartCardOnlyAccounts,dc,cn,description,showInAdvancedViewOnly,ou,displayName,flags,versionNumber,gPCFunctionalityVersion,gPCFileSysPath,gPCMachineExtensionNames,revision,memberOf,userAccountControl,badPwdCount,codePage,countryCode,badPasswordTime,lastLogoff,lastLogon,pwdLastSet,primaryGroupID,adminCount,accountExpires,logonCount,sAMAccountName,sAMAccountType,lastLogonTimestamp,groupType,member,samDomainUpdates,localPolicyFlags,operatingSystem,operatingSystemVersion,serverReferenceBL,dNSHostName,rIDSetReferences,servicePrincipalName,msDS-SupportedEncryptionTypes,msDFSR-ComputerReferenceBL,rIDAvailablePool,rIDAllocationPool,rIDPreviousAllocationPool,rIDUsedPool,rIDNextRID,dnsRecord,dNSTombstoned,msDFSR-Flags,msDFSR-ReplicationGroupType,msDFSR-FileFilter,msDFSR-DirectoryFilter,serverReference,msDFSR-ComputerReference,msDFSR-MemberReferenceBL,msDFSR-Version,msDFSR-ReplicationGroupGuid,msDFSR-MemberReference,msDFSR-RootPath,msDFSR-StagingPath,msDFSR-Enabled,msDFSR-Options,msDFSR-ContentSetGuid,msDFSR-ReadOnly,sn,givenName,userPrincipalName,gPCUserExtensionNames
"CN=Geog Gearløs,OU=Administrator,OU=Afdelinger,DC=andeby,DC=local",user,X'434e3d47656f6720476561726cc3b8732c4f553d41646d696e6973747261746f722c4f553d416664656c696e6765722c44433d616e646562792c44433d6c6f63616c',4,20240418094919.0Z,20240418114418.0Z,,12793,,,,13357,X'47656f6720476561726cc3b873',X'dbe769cbaf9e5c46bfb04db9f1495af6',,,,,,,,,,,,,,X'010500000000000515000000148d7e36ba23e369dcf4aca851040000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418120741.0Z;20240418111350.0Z;20240418111124.0Z;20240418103252.0Z;16010101000000.0Z,,,,,,,,,,,,,X'47656f6720476561726cc3b873',X'47656f6720676561726cc3b873272061646d696e6973747261746f7220627275676572',,,X'47656f6720476561726cc3b8732041646d696e',,,,,,,"CN=Domain Admins,CN=Users,DC=andeby,DC=local;CN=Administrators,CN=Builtin,DC=andeby,DC=local",66048,0,0,0,133579100514940423,0,133579175392142127,133579073596486190,513,1,9223372036854775807,90,Geog,805306368,133579073912885603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X'476561726cc3b873',Geog,Geog@andeby.local,
"CN=BCKUPKEY_901babf9-5de3-47c0-a4d1-ed0eda2dfa37 Secret,CN=System,DC=andeby,DC=local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=BCKUPKEY_P Secret,CN=System,DC=andeby,DC=local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=BCKUPKEY_755f58fc-06d3-4e19-bedd-6b921aaed330 Secret,CN=System,DC=andeby,DC=local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=BCKUPKEY_PREFERRED Secret,CN=System,DC=andeby,DC=local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=DOMAINC2,OU=Domain Controllers,DC=andeby,DC=local",computer,"CN=DOMAINC2,OU=Domain Controllers,DC=andeby,DC=local",4,20240418100040.0Z,20240418120345.0Z,,12820,,,,13537,DOMAINC2,X'd1719a3d5a2c014c8d10bd14dc056ac3',,,,,,,,,,,,,,X'010500000000000515000000148d7e36ba23e369dcf4aca852040000',,,,,,,,,,"CN=Computer,CN=Schema,CN=Configuration,DC=andeby,DC=local",TRUE,,20240418120741.0Z;20240418120345.0Z;20240418115031.0Z;16010101181633.0Z,,,,,,,,,,,,,DOMAINC2,,,,,,,,,,,,532480,0,0,0,0,0,133579176437983626,133579080405673131,516,,9223372036854775807,25,DOMAINC2$,805306369,133579080407200685,,,,0,Windows Server 2019 Standard Evaluation,10.0 (17763),"CN=DOMAINC2,CN=Servers,CN=Default-First-Site-Name,CN=Sites,CN=Configuration,DC=andeby,DC=local",DomainC2.andeby.local,"CN=RID Set,CN=DOMAINC2,OU=Domain Controllers,DC=andeby,DC=local",DNS/DomainC2.andeby.local;HOST/DomainC2.andeby.local/ANDEBY;RPC/3336555a-8d79-4c78-9c4b-ca831688fc90._msdcs.andeby.local;GC/DomainC2.andeby.local/andeby.local;HOST/DomainC2.andeby.local/andeby.local;HOST/DOMAINC2/ANDEBY;ldap/DOMAINC2/ANDEBY;ldap/3336555a-8d79-4c78-9c4b-ca831688fc90._msdcs.andeby.local;ldap/DomainC2.andeby.local/ANDEBY;ldap/DOMAINC2;ldap/DomainC2.andeby.local;ldap/DomainC2.andeby.local/ForestDnsZones.andeby.local;ldap/DomainC2.andeby.local/DomainDnsZones.andeby.local;ldap/DomainC2.andeby.local/andeby.local;E3514235-4B06-11D1-AB04-00C04FC2DCD2/3336555a-8d79-4c78-9c4b-ca831688fc90/andeby.local;Dfsr-12F9A27C-BF97-4787-9364-D31B6C55EB04/DomainC2.andeby.local;TERMSRV/DOMAINC2;TERMSRV/DomainC2.andeby.local;RestrictedKrbHost/DOMAINC2;HOST/DOMAINC2;RestrictedKrbHost/DomainC2.andeby.local;HOST/DomainC2.andeby.local,28,"CN=DOMAINC2,CN=Topology,CN=Domain System Volume,CN=DFSR-GlobalSettings,CN=System,DC=andeby,DC=local",,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Windows Virtual Machine,CN=DOMAINC2,OU=Domain Controllers,DC=andeby,DC=local",serviceConnectionPoint,"CN=Windows Virtual Machine,CN=DOMAINC2,OU=Domain Controllers,DC=andeby,DC=local",4,20240418100125.0Z,20240418100125.0Z,,12833,,,,12833,Windows Virtual Machine,X'3413ca2a87b59243a435d8764eb0a410',,,,,,,,,,,,,,,,,,,,,,,,"CN=Service-Connection-Point,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418120741.0Z;20240418120345.0Z;20240418115031.0Z;16010103063649.0Z,,,,,,,,,,,,,Windows Virtual Machine,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=FILES1,OU=Computers,OU=Afdelinger,DC=andeby,DC=local",computer,"CN=FILES1,OU=Computers,OU=Afdelinger,DC=andeby,DC=local",4,20240418101618.0Z,20240418122502.0Z,,12880,,,,13736,FILES1,X'26b7d65ba409394d8f1276a10922a1f9',,,,,,,,,,,,,,X'010500000000000515000000148d7e36ba23e369dcf4aca853040000',,,,,,,,,,"CN=Computer,CN=Schema,CN=Configuration,DC=andeby,DC=local",FALSE,,20240418122502.0Z;20240418120741.0Z;16010101000416.0Z,,,,,,,,,,,,,FILES1,,,,,,,,,,,,4096,0,0,0,0,0,133579176301265844,133579089787681148,515,,9223372036854775807,12,FILES1$,805306369,133579090171440023,,,,0,Windows Server 2019 Standard Evaluation,10.0 (17763),,FileS1.andeby.local,,TERMSRV/FILES1;TERMSRV/FileS1.andeby.local;WSMAN/FileS1;WSMAN/FileS1.andeby.local;RestrictedKrbHost/FILES1;HOST/FILES1;RestrictedKrbHost/FileS1.andeby.local;HOST/FileS1.andeby.local,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Windows Virtual Machine,CN=FILES1,OU=Computers,OU=Afdelinger,DC=andeby,DC=local",serviceConnectionPoint,"CN=Windows Virtual Machine,CN=FILES1,OU=Computers,OU=Afdelinger,DC=andeby,DC=local",4,20240418101657.0Z,20240418101657.0Z,,12889,,,,12889,Windows Virtual Machine,X'0081c4318bc8214095ad0592d83a7cef',,,,,,,,,,,,,,,,,,,,,,,,"CN=Service-Connection-Point,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418122502.0Z;20240418120741.0Z;16010101000418.0Z,,,,,,,,,,,,,Windows Virtual Machine,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=CLIENT1,OU=Computers,OU=Afdelinger,DC=andeby,DC=local",computer,"CN=CLIENT1,OU=Computers,OU=Afdelinger,DC=andeby,DC=local",4,20240418102806.0Z,20240418122502.0Z,,12922,,,,13737,CLIENT1,X'66be3c7cd8194a4397fb38647996b807',,,,,,,,,,,,,,X'010500000000000515000000148d7e36ba23e369dcf4aca854040000',,,,,,,,,,"CN=Computer,CN=Schema,CN=Configuration,DC=andeby,DC=local",FALSE,,20240418122502.0Z;20240418120741.0Z;16010101000416.0Z,,,,,,,,,,,,,CLIENT1,,,,,,,,,,,,4096,0,0,0,0,0,133579171463970969,133579096862295584,515,,9223372036854775807,13,CLIENT1$,805306369,133579096864198670,,,,0,Windows 10 Enterprise Evaluation,10.0 (19045),,Client1.andeby.local,,TERMSRV/CLIENT1;TERMSRV/Client1.andeby.local;RestrictedKrbHost/CLIENT1;HOST/CLIENT1;RestrictedKrbHost/Client1.andeby.local;HOST/Client1.andeby.local,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Windows Virtual Machine,CN=CLIENT1,OU=Computers,OU=Afdelinger,DC=andeby,DC=local",serviceConnectionPoint,"CN=Windows Virtual Machine,CN=CLIENT1,OU=Computers,OU=Afdelinger,DC=andeby,DC=local",4,20240418102841.0Z,20240418102841.0Z,,12939,,,,12939,Windows Virtual Machine,X'88c7b11dbb3c1545a20f7c473cf62648',,,,,,,,,,,,,,,,,,,,,,,,"CN=Service-Connection-Point,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418122502.0Z;20240418120741.0Z;16010101000418.0Z,,,,,,,,,,,,,Windows Virtual Machine,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OU=Afdelinger,DC=andeby,DC=local",organizationalUnit,"OU=Afdelinger,DC=andeby,DC=local",4,20240418103205.0Z,20240418105426.0Z,,12951,,,,13060,Afdelinger,X'd244646be1321842ac9f9df8046c9149',,,,,,,,,,,,,,,,,,,,,,,,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=andeby,DC=local",,"[LDAP://cn={951A7242-AC84-46A7-85B1-F6908E0C1F7B},cn=policies,cn=system,DC=andeby,DC=local\;0]",20240418120741.0Z;20240418103247.0Z;20240418103205.0Z;20240418103205.0Z;16010101000001.0Z,,,,,,,,,,,,,,,,Afdelinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Joakim Von And,OU=Direktion,OU=Laverer sektor,OU=Afdelinger,DC=andeby,DC=local",user,"CN=Joakim Von And,OU=Direktion,OU=Laverer sektor,OU=Afdelinger,DC=andeby,DC=local",,,,,,,,,,Joakim Von And,X'0fbb9ad7319588438034425017d5d0d8',,,,,,,,,,,,,,X'010500000000000515000000148d7e36ba23e369dcf4aca856040000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,,,,,,,,,,,,,,Joakim Von And,,,,Joakim Von And,,,,,,,,,,0,0,,,,,513,,,,Joakim,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Von And,Joakim,Joakim@andeby.local,
"CN=Højben And,OU=Salg,OU=Laverer sektor,OU=Afdelinger,DC=andeby,DC=local",user,X'434e3d48c3b86a62656e20416e642c4f553d53616c672c4f553d4c6176657265722073656b746f722c4f553d416664656c696e6765722c44433d616e646562792c44433d6c6f63616c',,,,,,,,,,X'48c3b86a62656e20416e64',X'c709125734c10543a73950ce9bad53b7',,,,,,,,,,,,,,X'010500000000000515000000148d7e36ba23e369dcf4aca857040000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,,,,,,,,,,,,,,X'48c3b86a62656e20416e64',,,,X'48c3b86a62656e20416e64',,,,,,,,,,0,0,,,,,513,,,,X'48c3b86a62656e',805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,And,X'48c3b86a62656e',X'48c3b86a62656e40616e646562792e6c6f63616c',
"CN=Anders And,OU=Indkøb,OU=Laverer sektor,OU=Afdelinger,DC=andeby,DC=local",user,X'434e3d416e6465727320416e642c4f553d496e646bc3b8622c4f553d4c6176657265722073656b746f722c4f553d416664656c696e6765722c44433d616e646562792c44433d6c6f63616c',,,,,,,,,,Anders And,X'8b1cf9bf1e5d574588f3b17509d2da08',,,,,,,,,,,,,,X'010500000000000515000000148d7e36ba23e369dcf4aca858040000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,,,,,,,,,,,,,,Anders And,,,,Anders And,,,,,,,,,,0,0,,,,,513,,,,Anders,805306368,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,And,Anders,Anders@andeby.local,
"CN={951A7242-AC84-46A7-85B1-F6908E0C1F7B},CN=Policies,CN=System,DC=andeby,DC=local",groupPolicyContainer,"CN={951A7242-AC84-46A7-85B1-F6908E0C1F7B},CN=Policies,CN=System,DC=andeby,DC=local",4,20240418105426.0Z,20240418110727.0Z,,13054,,,,13099,{951A7242-AC84-46A7-85B1-F6908E0C1F7B},X'c30aec1ba23cc149a47b6fd4f015480e',,,,,,,,,,,,,,,,,,,,,,,,"CN=Group-Policy-Container,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418120741.0Z;20240418110727.0Z;20240418105511.0Z;16010101000000.0Z,,,,,,,,,,,,,{951A7242-AC84-46A7-85B1-F6908E0C1F7B},,TRUE,,Shared folder,0,393216,2,\\\\andeby.local\\SysVol\\andeby.local\\Policies\\{951A7242-AC84-46A7-85B1-F6908E0C1F7B},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[{00000000-0000-0000-0000-000000000000}{2EA1A81B-48E5-45E9-8BB7-A6E3AC170006}][{5794DAFD-BE60-433F-88A2-1A31939AC01F}{2EA1A81B-48E5-45E9-8BB7-A6E3AC170006}]
"CN=Machine,CN={951A7242-AC84-46A7-85B1-F6908E0C1F7B},CN=Policies,CN=System,DC=andeby,DC=local",container,"CN=Machine,CN={951A7242-AC84-46A7-85B1-F6908E0C1F7B},CN=Policies,CN=System,DC=andeby,DC=local",4,20240418105426.0Z,20240418105426.0Z,,13055,,,,13055,Machine,X'372a8bd5ed996740b92466da44a42270',,,,,,,,,,,,,,,,,,,,,,,,"CN=Container,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418110727.0Z;20240418105511.0Z;16010101000416.0Z,,,,,,,,,,,,,Machine,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=User,CN={951A7242-AC84-46A7-85B1-F6908E0C1F7B},CN=Policies,CN=System,DC=andeby,DC=local",container,"CN=User,CN={951A7242-AC84-46A7-85B1-F6908E0C1F7B},CN=Policies,CN=System,DC=andeby,DC=local",4,20240418105426.0Z,20240418105426.0Z,,13056,,,,13056,User,X'2aaa52aa3696ea45b811752abaec9cfd',,,,,,,,,,,,,,,,,,,,,,,,"CN=Container,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418110727.0Z;20240418105511.0Z;16010101000416.0Z,,,,,,,,,,,,,User,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Andersine And,OU=Regnskab,OU=Laverer sektor,OU=Afdelinger,DC=andeby,DC=local",user,"CN=Andersine And,OU=Regnskab,OU=Laverer sektor,OU=Afdelinger,DC=andeby,DC=local",,,,,,,,,,Andersine And,X'2eb4b0517f2cdc45a536db35af24131a',,,,,,,,,,,,,,X'010500000000000515000000148d7e36ba23e369dcf4aca859040000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,,,,,,,,,,,,,,Andersine And,,,,Andersine And,,,,,,,,,,0,0,,,,,513,,,,Andersine,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,And,Andersine,Andersine@andeby.local,
"OU=Direktion,OU=Laverer sektor,OU=Afdelinger,DC=andeby,DC=local",organizationalUnit,"OU=Direktion,OU=Laverer sektor,OU=Afdelinger,DC=andeby,DC=local",4,20240418110955.0Z,20240418121048.0Z,,13121,,,,13634,Direktion,X'1886030a405c0b45b5827bcc7a421688',,,,,,,,,,,,,,,,,,,,,,,,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418121509.0Z;20240418121048.0Z;20240418121048.0Z;20240418121003.0Z;16010101000001.0Z,,,,,,,,,,,,,,,,Direktion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OU=Salg,OU=Laverer sektor,OU=Afdelinger,DC=andeby,DC=local",organizationalUnit,"OU=Salg,OU=Laverer sektor,OU=Afdelinger,DC=andeby,DC=local",4,20240418111002.0Z,20240418121144.0Z,,13123,,,,13654,Salg,X'7bc3edd299338946b31a60f5780d208c',,,,,,,,,,,,,,,,,,,,,,,,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418121509.0Z;20240418121144.0Z;20240418121140.0Z;20240418120741.0Z;16010714042017.0Z,,,,,,,,,,,,,,,,Salg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OU=Indkøb,OU=Laverer sektor,OU=Afdelinger,DC=andeby,DC=local",organizationalUnit,X'4f553d496e646bc3b8622c4f553d4c6176657265722073656b746f722c4f553d416664656c696e6765722c44433d616e646562792c44433d6c6f63616c',4,20240418111011.0Z,20240418121108.0Z,,13125,,,,13643,X'496e646bc3b862',X'c1fd93977d0eb74788f4ab4a167bffbd',,,,,,,,,,,,,,,,,,,,,,,,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418121509.0Z;20240418121108.0Z;20240418121104.0Z;20240418121100.0Z;16010101000001.0Z,,,,,,,,,,,,,,,,X'496e646bc3b862',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OU=Regnskab,OU=Laverer sektor,OU=Afdelinger,DC=andeby,DC=local",organizationalUnit,"OU=Regnskab,OU=Laverer sektor,OU=Afdelinger,DC=andeby,DC=local",4,20240418111024.0Z,20240418121130.0Z,,13127,,,,13651,Regnskab,X'c88d637f6391bb4294a06a36f82d21eb',,,,,,,,,,,,,,,,,,,,,,,,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418121509.0Z;20240418121130.0Z;20240418121126.0Z;20240418120741.0Z;16010714042017.0Z,,,,,,,,,,,,,,,,Regnskab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OU=IT,OU=Laverer sektor,OU=Afdelinger,DC=andeby,DC=local",organizationalUnit,"OU=IT,OU=Laverer sektor,OU=Afdelinger,DC=andeby,DC=local",4,20240418111039.0Z,20240418121122.0Z,,13129,,,,13645,IT,X'aaf1a4fa8a1495499aba67dc26da01dd',,,,,,,,,,,,,,,,,,,,,,,,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418121509.0Z;20240418121122.0Z;20240418121119.0Z;20240418120741.0Z;16010714042017.0Z,,,,,,,,,,,,,,,,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OU=Studentermedhjælper,OU=Laverer sektor,OU=Afdelinger,DC=andeby,DC=local",organizationalUnit,X'4f553d53747564656e7465726d6564686ac3a66c7065722c4f553d4c6176657265722073656b746f722c4f553d416664656c696e6765722c44433d616e646562792c44433d6c6f63616c',4,20240418111059.0Z,20240418121155.0Z,,13132,,,,13661,X'53747564656e7465726d6564686ac3a66c706572',X'a66d4acb1f384d45848810970a3e162f',,,,,,,,,,,,,,,,,,,,,,,,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418121509.0Z;20240418121155.0Z;20240418121153.0Z;20240418120741.0Z;16010714042017.0Z,,,,,,,,,,,,,,,,X'53747564656e7465726d6564686ac3a66c706572',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OU=Administrator,OU=Afdelinger,DC=andeby,DC=local",organizationalUnit,"OU=Administrator,OU=Afdelinger,DC=andeby,DC=local",4,20240418111343.0Z,20240418111343.0Z,,13148,,,,13149,Administrator,X'09941b652b38f34881d50a44589b3484',,,,,,,,,,,,,,,,,,,,,,,,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418120741.0Z;20240418111343.0Z;16010101000001.0Z,,,,,,,,,,,,,,,,Administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Geog Gearløs,OU=IT,OU=Laverer sektor,OU=Afdelinger,DC=andeby,DC=local",user,X'434e3d47656f6720476561726cc3b8732c4f553d49542c4f553d4c6176657265722073656b746f722c4f553d416664656c696e6765722c44433d616e646562792c44433d6c6f63616c',,,,,,,,,,X'47656f6720476561726cc3b873',X'd451cf6934046a4c8087eb9d052f527c',,,,,,,,,,,,,,X'010500000000000515000000148d7e36ba23e369dcf4aca85a040000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,,,,,,,,,,,,,,X'47656f6720476561726cc3b873',Geog's normale bruger konto,,,X'47656f6720476561726cc3b873',,,,,,,,,,0,0,,,,,513,,,,Geog2,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X'476561726cc3b873',Geog,Geog2@andeby.local,
"CN=Kylle And,OU=Studentermedhjælper,OU=Laverer sektor,OU=Afdelinger,DC=andeby,DC=local",user,X'434e3d4b796c6c6520416e642c4f553d53747564656e7465726d6564686ac3a66c7065722c4f553d4c6176657265722073656b746f722c4f553d416664656c696e6765722c44433d616e646562792c44433d6c6f63616c',,,,,,,,,,Kylle And,X'84e7b3dd99292444b2b3e37fa7f4e984',,,,,,,,,,,,,,X'010500000000000515000000148d7e36ba23e369dcf4aca85b040000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,,,,,,,,,,,,,,Kylle And,,,,Kylle And,,,,,,,,,,0,0,,,,,513,,,,Kylle,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,And,Kylle,Kylle@andeby.local,
"CN=Pylle And,OU=Studentermedhjælper,OU=Laverer sektor,OU=Afdelinger,DC=andeby,DC=local",user,X'434e3d50796c6c6520416e642c4f553d53747564656e7465726d6564686ac3a66c7065722c4f553d4c6176657265722073656b746f722c4f553d416664656c696e6765722c44433d616e646562792c44433d6c6f63616c',,,,,,,,,,Pylle And,X'01f394d744d9804d8a315bc4c7011811',,,,,,,,,,,,,,X'010500000000000515000000148d7e36ba23e369dcf4aca85c040000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,,,,,,,,,,,,,,Pylle And,,,,Pylle And,,,,,,,,,,0,0,,,,,513,,,,Pylle,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,And,Pylle,Pylle@andeby.local,
"CN=Rylle And,OU=Studentermedhjælper,OU=Laverer sektor,OU=Afdelinger,DC=andeby,DC=local",user,X'434e3d52796c6c6520416e642c4f553d53747564656e7465726d6564686ac3a66c7065722c4f553d4c6176657265722073656b746f722c4f553d416664656c696e6765722c44433d616e646562792c44433d6c6f63616c',,,,,,,,,,Rylle And,X'3e31049a5c792f4e9eae9420780f9fe0',,,,,,,,,,,,,,X'010500000000000515000000148d7e36ba23e369dcf4aca85d040000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,,,,,,,,,,,,,,Rylle And,,,,Rylle And,,,,,,,,,,0,0,,,,,513,,,,Rylle,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,And,Rylle,Rylle@andeby.local,
"CN=G_Direktion,OU=Direktion,OU=Laverer sektor,OU=Afdelinger,DC=andeby,DC=local",group,"CN=G_Direktion,OU=Direktion,OU=Laverer sektor,OU=Afdelinger,DC=andeby,DC=local",4,20240418111705.0Z,20240418111714.0Z,,13183,,,,13187,G_Direktion,X'350e6a1708cb7a4fb4c3f6f6e8c091d6',,,,,,,,,,,,,,X'010500000000000515000000148d7e36ba23e369dcf4aca85e040000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418121509.0Z;20240418121048.0Z;20240418121003.0Z;20240418120741.0Z;16010715164449.0Z,,,,,,,,,,,,,G_Direktion,,,,,,,,,,,"CN=DL_Regnskab_R,OU=Regnskab,OU=Laverer sektor,OU=Afdelinger,DC=andeby,DC=local;CN=DL_Direktion_M,OU=Direktion,OU=Laverer sektor,OU=Afdelinger,DC=andeby,DC=local",,,,,,,,,,,,,G_Direktion,268435456,,-2147483646,"CN=Joakim Von And,OU=Direktion,OU=Laverer sektor,OU=Afdelinger,DC=andeby,DC=local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
